Year,Store Name,Day Name,Total Revenue
2023,Hannibal,Monday,$156021
2023,Hannibal,Tuesday,$121698
2023,Hannibal,Wednesday,$130525
2023,Hannibal,Thursday,$133458
2023,Hannibal,Friday,$159471
2023,Hannibal,Saturday,$209723
2023,Harvester,Sunday,$179064
2023,Harvester,Monday,$174292
2023,Harvester,Tuesday,$157735
2023,Harvester,Wednesday,$158535
2023,Harvester,Thursday,$162708
2023,Harvester,Friday,$188784
2023,Harvester,Saturday,$270982
2023,Jefferson City,Sunday,$160549
2023,Jefferson City,Monday,$178719
2023,Jefferson City,Tuesday,$167606
2023,Jefferson City,Wednesday,$186899
2023,Jefferson City,Thursday,$175809
2023,Jefferson City,Friday,$219620
2023,Jefferson City,Saturday,$260756
2023,Jennings,Sunday,$103610
2023,Jennings,Monday,$132285
2023,Jennings,Tuesday,$123756
2023,Jennings,Wednesday,$119862
2023,Jennings,Thursday,$129491
2023,Jennings,Friday,$146423
2023,Jennings,Saturday,$174605
2023,Lake St. Louis,Sunday,$280554
2023,Lake St. Louis,Monday,$273624
2023,Lake St. Louis,Tuesday,$240552
2023,Lake St. Louis,Wednesday,$243548
2023,Lake St. Louis,Thursday,$246576
2023,Lake St. Louis,Friday,$288968
2023,Lake St. Louis,Saturday,$396053
2023,Manchester,Sunday,$194728
2023,Manchester,Monday,$195277
2023,Manchester,Tuesday,$170644
2023,Manchester,Wednesday,$161016
2023,Manchester,Thursday,$165505
2023,Manchester,Friday,$184216
2023,Manchester,Saturday,$262820
2023,Marion,Sunday,$147248
2023,Marion,Monday,$154413
2023,Marion,Tuesday,$139973
2023,Marion,Wednesday,$148636
2023,Marion,Thursday,$154395
2023,Marion,Friday,$183368
2023,Marion,Saturday,$239385
2023,Market Outlet,Sunday,$241322
2023,Market Outlet,Monday,$246283
2023,Market Outlet,Tuesday,$230326
2023,Market Outlet,Wednesday,$235963
2023,Market Outlet,Thursday,$227742
2023,Market Outlet,Friday,$256255
2023,Market Outlet,Saturday,$287997
2023,Mexico,Sunday,$106193
2023,Mexico,Monday,$113714
2023,Mexico,Tuesday,$98435
2023,Mexico,Wednesday,$102805
2023,Mexico,Thursday,$109972
2023,Mexico,Friday,$149718
2023,Mexico,Saturday,$176265
2023,Moberly,Sunday,$157270
2023,Moberly,Monday,$183023
2023,Moberly,Tuesday,$164595
2023,Moberly,Wednesday,$169424
2023,Moberly,Thursday,$167241
2023,Moberly,Friday,$211604
2023,Moberly,Saturday,$261063
2023,O'Fallon,Sunday,$167806
2023,O'Fallon,Monday,$171500
2023,O'Fallon,Tuesday,$153167
2023,O'Fallon,Wednesday,$149349
2023,O'Fallon,Thursday,$159063
2023,O'Fallon,Friday,$184019
2023,O'Fallon,Saturday,$253218
2023,Ozark,Sunday,$160940
2023,Ozark,Monday,$176479
2023,Ozark,Tuesday,$155649
2023,Ozark,Wednesday,$153680
2023,Ozark,Thursday,$160052
2023,Ozark,Friday,$186185
2023,Ozark,Saturday,$240959
2023,Poplar Bluff,Sunday,$160649
2023,Poplar Bluff,Monday,$200272
2023,Poplar Bluff,Tuesday,$172185
2023,Poplar Bluff,Wednesday,$183319
2023,Poplar Bluff,Thursday,$199439
2023,Poplar Bluff,Friday,$246230
2023,Poplar Bluff,Saturday,$299716
2023,Rolla,Sunday,$140499
2023,Rolla,Monday,$179247
2023,Rolla,Tuesday,$169886
2023,Rolla,Wednesday,$176377
2023,Rolla,Thursday,$177114
2023,Rolla,Friday,$225969
2023,Rolla,Saturday,$261873
2023,Sikeston,Sunday,$119656
2023,Sikeston,Monday,$139201
2023,Sikeston,Tuesday,$136059
2023,Sikeston,Wednesday,$140957
2023,Sikeston,Thursday,$144241
2023,Sikeston,Friday,$171777
2023,Sikeston,Saturday,$213764
2023,South County,Sunday,$239307
2023,South County,Monday,$238818
2023,South County,Tuesday,$220223
2023,South County,Wednesday,$211182
2023,South County,Thursday,$218356
2023,South County,Friday,$250234
2023,South County,Saturday,$340518
2023,Springfield Battlefield,Sunday,$240424
2023,Springfield Battlefield,Monday,$260918
2023,Springfield Battlefield,Tuesday,$238057
2023,Springfield Battlefield,Wednesday,$252991
2023,Springfield Battlefield,Thursday,$251375
2023,Springfield Battlefield,Friday,$303830
2023,Springfield Battlefield,Saturday,$380411
2023,Springfield Chestnut Crossing,Sunday,$152910
2023,Springfield Chestnut Crossing,Monday,$153579
2023,Springfield Chestnut Crossing,Tuesday,$133764
2023,Springfield Chestnut Crossing,Wednesday,$141870
2023,Springfield Chestnut Crossing,Thursday,$142640
2023,Springfield Chestnut Crossing,Friday,$168917
2023,Springfield Chestnut Crossing,Saturday,$231278
2023,St. Charles,Sunday,$145295
2023,St. Charles,Monday,$153482
2023,St. Charles,Tuesday,$130432
2023,St. Charles,Wednesday,$132447
2023,St. Charles,Thursday,$135546
2023,St. Charles,Friday,$152597
2023,St. Charles,Saturday,$200044
2023,St. Peters,Sunday,$188481
2023,St. Peters,Monday,$190810
2023,St. Peters,Tuesday,$177611
2023,St. Peters,Wednesday,$172318
2023,St. Peters,Thursday,$170822
2023,St. Peters,Friday,$198612
2023,St. Peters,Saturday,$275166
2023,St. Robert,Sunday,$111515
2023,St. Robert,Monday,$122748
2023,St. Robert,Tuesday,$106575
2023,St. Robert,Wednesday,$112810
2023,St. Robert,Thursday,$118971
2023,St. Robert,Friday,$143897
2023,St. Robert,Saturday,$182138
2023,University City,Sunday,$191149
2023,University City,Monday,$201936
2023,University City,Tuesday,$173185
2023,University City,Wednesday,$186002
2023,University City,Thursday,$185329
2023,University City,Friday,$218185
2023,University City,Saturday,$266949
2023,Washington,Sunday,$167239
2023,Washington,Monday,$168892
2023,Washington,Tuesday,$157642
2023,Washington,Wednesday,$157332
2023,Washington,Thursday,$162863
2023,Washington,Friday,$207281
2023,Washington,Saturday,$260134
2023,Watson / Sunset Hills,Sunday,$112684
2023,Watson / Sunset Hills,Monday,$124593
2023,Watson / Sunset Hills,Tuesday,$115648
2023,Watson / Sunset Hills,Wednesday,$108193
2023,Watson / Sunset Hills,Thursday,$108752
2023,Watson / Sunset Hills,Friday,$120373
2023,Watson / Sunset Hills,Saturday,$162372
